*Clock	1MHz							
*Name	ENDC	ENDP	ZERO	CH4	CCD	FD	SW	OSC
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
* 3 s
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
* 4 s
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
* 5 s
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
* 6 s
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
30000	-100	-100	0	0	0	3	0	0
10000	-100	-100	0	0	0	3	0	0
*
*
* rise C4
30000	-100	-100	0	-100	0	3	0	0
20000	-100	-100	0	-100	0	3	0	0
*
*
* lower ENDC
30000	0	-100	0	-100	0	3	0	0
20000	0	-100	0	-100	0	3	0	0
*
*
* ramp
2	0	-100	0	-99.5	0	0	0	1
2	0	-100	0	-99	0	0	0	1
2	0	-100	0	-98.5	0	0	0	1
2	0	-100	0	-98	0	0	0	1
2	0	-100	0	-97.5	0	0	0	1
2	0	-100	0	-97	0	0	0	1
2	0	-100	0	-96.5	0	0	0	1
2	0	-100	0	-96	0	0	0	1
2	0	-100	0	-95.5	0	0	0	1
2	0	-100	0	-95	0	0	0	1
2	0	-100	0	-94.5	0	0	0	1
2	0	-100	0	-94	0	0	0	1
2	0	-100	0	-93.5	0	0	0	1
2	0	-100	0	-93	0	0	0	1
2	0	-100	0	-92.5	0	0	0	1
2	0	-100	0	-92	0	0	0	1
2	0	-100	0	-91.5	0	0	0	1
2	0	-100	0	-91	0	0	0	1
2	0	-100	0	-90.5	0	0	0	1
2	0	-100	0	-90	0	0	0	1
2	0	-100	0	-89.5	0	0	0	1
2	0	-100	0	-89	0	0	0	1
2	0	-100	0	-88.5	0	0	0	1
2	0	-100	0	-88	0	0	0	1
2	0	-100	0	-87.5	0	0	0	1
2	0	-100	0	-87	0	0	0	1
2	0	-100	0	-86.5	0	0	0	1
2	0	-100	0	-86	0	0	0	1
2	0	-100	0	-85.5	0	0	0	1
2	0	-100	0	-85	0	0	0	1
2	0	-100	0	-84.5	0	0	0	1
2	0	-100	0	-84	0	0	0	1
2	0	-100	0	-83.5	0	0	0	1
2	0	-100	0	-83	0	0	0	1
2	0	-100	0	-82.5	0	0	0	1
2	0	-100	0	-82	0	0	0	1
2	0	-100	0	-81.5	0	0	0	1
2	0	-100	0	-81	0	0	0	1
2	0	-100	0	-80.5	0	0	0	1
2	0	-100	0	-80	0	0	0	1
2	0	-100	0	-79.5	0	0	0	1
2	0	-100	0	-79	0	0	0	1
2	0	-100	0	-78.5	0	0	0	1
2	0	-100	0	-78	0	0	0	1
